artist,album,track_name,track_id,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
King Diamond,Abigail,Abigail,1ocKVM8apJb2y0zBZHgXU4,1987,0,0.319,0.789,4,-12.73,1,0.0467,0.786,0.328,0.592,146.752,290693,4
King Diamond,Fatal Portrait,The Candle,5CLOT9cCQSnXLnliHOV5lX,1986,0,0.204,0.898,11,-12.758,0,0.167,0.291,0.153,0.0786,79.055,400427,4
King Diamond,Them,Welcome Home,1dxHeDGoVeEWQU5S2dG5PW,1988,0,0.428,0.959,11,-9.658,0,0.0739,0.917,0.0991,0.399,124.63,276400,4
King Gizzard & The Lizard Wizard,Nonagon Infinity,Robot Stop,0Dgy7vsV6o3cvvWjNfdh7Q,2016,31,0.465,0.988,9,-5.301,1,0.11,0.198,0.86,0.315,97.92,322171,4
Kings of Leon,Only By The Night,Sex on Fire,5A1FmxbYVRZKy4nc16MAue,2008,68,0.542,0.905,9,-5.653,1,0.054,0.0104,0.136,0.374,153.398,203347,4
Kings of Leon,Only By The Night,Use Somebody,2TYC9SaRhYypUQzB1ZVTG2,2008,65,0.276,0.715,0,-5.356,1,0.0432,0.000417,0.201,0.173,137.028,230760,4
The Kinks,Give the People What They Want,Destroyer,1dpD3rzGYW1mHtNxG1NbwI,1981,0,0.524,0.755,2,-10.89,1,0.0468,0,0.0485,0.785,142.543,227067,4
The Kinks,Kinks (Deluxe),All Day and All of the Night,78JmElAFmrPNhLjovDR9Jm,1964,66,0.551,0.86,7,-7.839,1,0.0796,4.57e-06,0.0558,0.723,136.921,141507,4
KISS,Double Platinum,Detroit Rock City,2jz6rWGqVCYsymwxGoaON4,1978,3,0.546,0.9,5,-6.728,1,0.0691,4.57e-05,0.292,0.447,90.591,215933,4
KISS,Dynasty,I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,1979,81,0.768,0.852,4,-6.215,1,0.038,7.36e-05,0.0723,0.867,128.373,271240,4
KISS,Dressed To Kill,Rock And Roll All Nite,6KTv0Z8BmVqM7DPxbGzpVC,1975,75,0.654,0.929,1,-5.906,1,0.0998,0,0.0539,0.902,144.774,168840,4
KISS,Love Gun,Love Gun,0SPBrxOUEMIKugXR4bFhxs,1977,62,0.409,0.868,3,-6.236,0,0.0368,0.0357,0.276,0.704,147.211,198707,4
The Knack,This Is... 1979,My Sharona,6Si2MnpY1J6ucO6TTzflIG,2008,0,0.58,0.732,0,-8.585,1,0.0358,0.00116,0.0821,0.883,147.194,293840,4
Kool & The Gang,Light Of Worlds,Summer Madness,2uMqG8w8oi09fB2YA2QLOm,1974,58,0.298,0.327,6,-16.515,0,0.031,0.86,0.0724,0.454,175.898,257867,4
Korn,Issues,Falling Away from Me,2F6FfZ4w8z3eJpSxPotVO5,1999,71,0.468,0.769,4,-7.036,1,0.041,0.00124,0.271,0.17,104.102,270920,4
Korn,Korn,Blind,1pr9TZGOXeJUggIal1Wq3R,1994,67,0.283,0.891,2,-8.165,1,0.178,0.0038,0.159,0.226,92.049,258267,4
Korn,Korn,Ball Tongue,5pbfZdAP7xUu354ZQBhTS2,1994,56,0.55,0.877,2,-6.942,1,0.111,0.0838,0.112,0.445,106.226,268533,4
Korn,The Path of Totality (Special Edition),Get Up! (feat. Skrillex),25EgA1A1OZBRw25Mjyw08g,2011,55,0.508,0.894,1,-4.664,1,0.0779,0.00135,0.476,0.248,139.944,222640,4
Korn,See You On the Other Side,Coming Undone,6p2liQLGoDaLXgND68bfVt,2005,2,0.687,0.677,2,-4.172,1,0.0508,0.000146,0.0564,0.546,75.052,199773,4
Kreator,Phantom Antichrist,Phantom Antichrist,7oTOqQcj01sYmEf6EgA8X8,2012,0,0.373,0.98,6,-4.945,0,0.103,0.3,0.277,0.111,102.842,270920,4
La Polla Records,Ellos Dicen Mierda,Ellos Dicen Mierda,1pQvhzRnObih9msA91xDq7,1989,0,0.283,0.723,11,-10.902,1,0.0365,0.627,0.13,0.454,143.721,278987,4
Lacrimosa,Lichtgestalt,Lichtgestalt,6a5lOwYhk5TExDChWwbA0c,2005,0,0.595,0.679,6,-7.335,1,0.0405,8.67e-05,0.0967,0.502,125.006,318907,4
Lacuna Coil,Karmacode,Our Truth,0HLjmfHbfHM42GVTeeWypo,2006,0,0.507,0.732,0,-7.108,1,0.0276,0.787,0.154,0.0615,102.033,243120,4
Lady Gaga,The Fame,Poker Face,5R8dQOPq8haW94K7mgERlO,2008,75,0.851,0.806,4,-4.62,1,0.0787,1.64e-06,0.121,0.787,118.999,237200,4
Lady Gaga,The Fame Monster,Bad Romance,4KpIWPcahCjU0bkaaS4os9,2010,0,0.696,0.921,0,-3.755,1,0.0363,5.24e-05,0.0842,0.714,119.001,294573,4
Lady Gaga,The Fame Monster,Alejandro,2UM6b78kBrge7Esaoz93kk,2010,0,0.623,0.793,11,-6.63,0,0.0462,0.0015,0.375,0.36,98.998,274213,4
Lamb of God,Ashes Of The Wake,Laid to Rest,0lCwaZYSRy6q0jLmnYiQxi,2004,0,0.359,0.959,1,-3.685,1,0.104,0.00343,0.435,0.158,103.038,230227,3
Lamb of God,Ashes Of The Wake,Hourglass,5ieTAoKNo9o5JjAouBRwTz,2004,0,0.27,0.985,2,-3.375,1,0.118,0.0221,0.408,0.143,89.425,240333,4
Lamb of God,Ashes Of The Wake,The Faded Line,1kPbgEAGrsC7LhdYPdoWZ5,2004,0,0.274,0.987,2,-3.23,1,0.195,0.0162,0.342,0.0943,170.398,277227,4
Lamb of God,Ashes Of The Wake,Omerta,1uOkapWUZPXQRRHTAAfu6E,2004,0,0.415,0.98,6,-4.056,0,0.202,0.00164,0.325,0.185,118.512,285973,4
Lamb of God,New American Gospel,Black Label,18tzenBUBfhF6Z15SGiGPk,2000,47,0.297,0.962,2,-4.333,1,0.0775,0.855,0.329,0.336,90.503,292293,4
Lamb of God,New American Gospel,A Warning,79IVtaN4R8TIpG46pQFaTD,2000,30,0.228,0.958,6,-3.135,0,0.109,0.503,0.469,0.706,176.741,143653,4
Lamb of God,New American Gospel,In the Absence of the Sacred,4TLTg6pKR2dzRgac8eFaiS,2000,33,0.22,0.954,6,-4.298,0,0.105,0.573,0.129,0.578,76.336,277027,4
Lamb of God,New American Gospel,Letter to the Unborn,0zvDe5pNyJccRgHVdLP7zH,2000,29,0.319,0.973,2,-3.688,1,0.0826,0.31,0.129,0.507,110.699,176760,4
Lamb of God,New American Gospel,The Black Dahlia,591A43Pg0cBG1AcQuKA3Mq,2000,31,0.421,0.945,2,-4.067,1,0.104,0.649,0.0443,0.612,90.394,200187,4
Lamb of God,New American Gospel,Terror and Hubris in the House of Frank Pollard,6d2tguWs6yv0EkVlu9PgNz,2000,33,0.239,0.945,6,-3.028,0,0.0548,0.892,0.159,0.222,86.707,337667,3
Lamb of God,New American Gospel,The Subtle Arts of Murder and Persuasion,1XWWlu64sNi9jqktYeKH8O,2000,30,0.36,0.913,6,-3.462,0,0.12,0.915,0.504,0.566,123.914,250120,4
Lamb of God,New American Gospel,Pariah,5aYqjXmZywNVs9J0lzdgke,2000,32,0.28,0.856,6,-3.869,0,0.0852,0.506,0.0837,0.466,82.704,264680,4
Lamb of God,New American Gospel,Confessional,2PFrS6ES8XPovAXRO6NS6U,2000,28,0.318,0.955,2,-2.411,1,0.155,0.657,0.0886,0.669,166.808,241760,4
Lamb of God,New American Gospel,O.D.H.G.A.B.F.E.,11M3gnPfyG089gHXVwmBKt,2000,33,0.288,0.959,7,-3.121,1,0.0628,0.658,0.198,0.347,107.692,314293,4
Lamb of God,New American Gospel,Nippon,5jmBgt1MNWjbW7FAgqpefO,2000,27,0.237,0.957,2,-4.645,1,0.0593,0.826,0.0767,0.451,95.013,234080,4
Lamb of God,New American Gospel,New Willenium (The Black Dahlia),211yHsD2A9hXMuXhg7J9L6,2000,24,0.406,0.988,6,-4.157,0,0.0798,0.691,0.194,0.525,91.423,184987,3
Lamb of God,New American Gospel,Half-Lid (A Warning),27MZiyImxMB0pQj2xclQbR,2000,24,0.417,0.814,10,-5.942,0,0.0655,0.906,0.195,0.728,85.364,146667,4
Lamb of God,New American Gospel,Flux (Pariah),7d49Ym2nh9L5gwptv1L8lN,2000,25,0.408,0.824,7,-4.105,1,0.0754,0.24,0.0704,0.443,84.511,264173,4
Lamb of God,Resolution,Desolation,0asHedzNrLSCVDq0SW5gwy,2012,0,0.429,0.998,1,-2.863,1,0.178,0.00632,0.437,0.0694,137.98,234307,4
Lamb of God,Resolution,Ghost Walking,52lWFbQaG8VajS7y41hafF,2012,1,0.511,0.993,1,-3.341,1,0.131,8.32e-06,0.288,0.322,129.986,270693,5
Lamb of God,Sacrament,Redneck,04EtBLFIxbcVt9NdYgcrpF,2006,63,0.512,0.996,2,-2.1,1,0.114,0.000167,0.347,0.0601,130.931,220880,4
Lamb of God,Sacrament,Blacken the Cursed Sun,7gNqCN4EK3B0mnklBp7EqP,2006,49,0.401,0.995,6,-2.831,0,0.118,0.00128,0.176,0.112,116.444,328200,3
Lamb of God,Wrath,Grace,77Jtk5KnccpLrpL4hSQOqr,2009,0,0.3,0.977,6,-3.584,1,0.286,0.109,0.109,0.191,129.798,235133,4
Lamb of God,Wrath,Dead Seeds,2JCcsexOG00uaU6rhPiXH7,2009,0,0.514,0.993,4,-2.528,0,0.135,0.0101,0.297,0.252,114.097,221093,4
Lamb of God,Wrath,Choke Sermon,3u2ILwiobnjSmAgNnAvEYP,2009,0,0.22,0.982,1,-2.537,1,0.249,0.00532,0.259,0.298,84.894,200547,4
Laura Branigan,Branigan,Gloria,1mskmld5ZKEhRaNvYVPoqZ,1982,64,0.776,0.743,9,-6.807,1,0.0289,0.293,0.149,0.84,131.343,289853,4
LCD Soundsystem,LCD Soundsystem,Daft Punk Is Playing at My House,73mlvsfJM2qwlDUJxeaatI,2005,57,0.92,0.914,7,-4.555,1,0.0444,7.62e-05,0.114,0.974,135.923,314557,4
LCD Soundsystem,LCD Soundsystem,Tribulations,5JOO8UMaEpOfhhatQQsAqm,2005,51,0.694,0.773,6,-5.61,0,0.0352,0.883,0.0761,0.896,132.012,299000,4
LCD Soundsystem,This Is Happening,Drunk Girls,0IUAugkLGELvtFJfzPn2vi,2010,43,0.599,0.878,4,-7.759,1,0.0387,0.0258,0.0829,0.814,144.029,222107,4
Led Zeppelin,Houses of the Holy (Remaster),The Song Remains the Same - Remaster,2e61kmae4HhbuS9hYONQ0A,1973,52,0.255,0.815,7,-8.197,1,0.0545,0.471,0.227,0.699,144.549,329094,4
Led Zeppelin,Houses of the Holy (Remaster),Over the Hills and Far Away - Remaster,2eDdFHgqNJltzlvlZFVDWd,1973,63,0.402,0.691,7,-10.274,1,0.0691,0.133,0.0955,0.206,96.95,290934,4
Led Zeppelin,Houses of the Holy (Remaster),D'yer Mak'er - Remaster,5uUhS7XDkyycNa5FaNfPGT,1973,53,0.525,0.929,9,-8.56,0,0.0784,2.9e-05,0.0754,0.556,163.503,262748,4
Led Zeppelin,Houses of the Holy (Remaster),No Quarter - Remaster,0GRBFjza23Im7Xb16c9AaK,1973,57,0.33,0.342,11,-14.09,1,0.0404,0.671,0.129,0.0795,142.95,422518,4
Led Zeppelin,In Through the out Door (Remaster),All My Love - Remaster,5hhVpGIBlqAU5yJEOmrk5o,1979,63,0.554,0.791,7,-8.326,1,0.0288,1.76e-05,0.166,0.697,91.108,353720,4
Led Zeppelin,Led Zeppelin (Remaster),Babe I'm Gonna Leave You - Remaster,38KeSzb6FZYSogDXpc7xz8,1969,49,0.411,0.466,4,-11.537,0,0.0332,8.47e-05,0.142,0.158,136.093,402761,4
Led Zeppelin,Led Zeppelin (Remaster),Dazed and Confused - Remaster,5MWfv4F84sJhScYq18yqbN,1969,48,0.24,0.546,2,-10.026,1,0.0548,0.00648,0.0898,0.429,181.373,388667,4
Led Zeppelin,Led Zeppelin (Remaster),Communication Breakdown - Remaster,2E64SWjM9rQmAshItmdbcw,1969,50,0.375,0.956,2,-7.078,1,0.175,7.6e-06,0.417,0.381,175.04,150201,4
Led Zeppelin,Led Zeppelin II (Remaster),Whole Lotta Love - Remaster,3OuMIIFP5TxM8tLXMWYPGV,1969,48,0.401,0.893,9,-11.171,1,0.437,0.0391,0.164,0.406,87.979,334555,4
Led Zeppelin,Led Zeppelin II (Remaster),Heartbreaker - Remaster,3buvRn4CDX86EO9LHTITGn,1969,48,0.381,0.734,2,-8.917,1,0.0933,0.0469,0.173,0.565,96.614,254068,4
Led Zeppelin,Led Zeppelin II (Remaster),Living Loving Maid (She's Just a Woman) - Remaster,49C6EGQhCUSgyADHYvJ7ez,1969,55,0.475,0.808,9,-8.859,1,0.037,7.97e-06,0.146,0.896,152.098,159301,4
Led Zeppelin,Led Zeppelin II (Remaster),Moby Dick - Remaster,0IxtJOcnoS2DPmBfV2HDfW,1969,44,0.461,0.41,7,-18.441,1,0.0623,0.9,0.551,0.375,100.335,260914,4
Led Zeppelin,Led Zeppelin IV (Remaster),Black Dog - Remaster,0D58ERdLBDRgT86BPnH8ps,1971,49,0.437,0.864,4,-7.842,0,0.0904,0.0314,0.242,0.749,81.394,295387,4
Led Zeppelin,Led Zeppelin IV (Remaster),Rock and Roll - Remaster,7dWfTdoKjUip1fAW7cdcIX,1971,48,0.317,0.887,9,-7.292,1,0.0375,0.00258,0.0891,0.871,169.613,220561,4
Led Zeppelin,Led Zeppelin IV (Remaster),Stairway to Heaven - Remaster,0RO9W1xJoUEpq5MEelddFb,1971,59,0.338,0.34,9,-12.049,0,0.0339,0.0032,0.116,0.197,82.433,482830,4
Led Zeppelin,Led Zeppelin IV (Remaster),Misty Mountain Hop - Remaster,3frf3zTgzt3YIx9ylpUoqU,1971,46,0.47,0.806,2,-7.165,1,0.0369,0.0624,0.86,0.787,132.359,278907,4
Led Zeppelin,Led Zeppelin IV (Remaster),When the Levee Breaks - Remaster,7psfcbjfnXwYIezHstNa1a,1971,49,0.271,0.766,5,-8.03,1,0.0329,0.52,0.0707,0.803,142.914,428851,4
Led Zeppelin,Physical Graffiti (1994 Remaster),The Rover - 1993 Remaster,4hLQfgtzEyxme6w5GiwAEy,1975,0,0.367,0.752,6,-8.134,0,0.0317,0.00979,0.0658,0.401,205.47,336907,4
Led Zeppelin,Physical Graffiti (1994 Remaster),Houses of the Holy - 1990 Remaster,4es5wreov9D4Y4fXLGZkuB,1975,0,0.629,0.864,9,-7.561,1,0.034,0.247,0.648,0.958,123.325,242080,4
Lenny Kravitz,Are You Gonna Go My Way,Are You Gonna Go My Way,45Ia1U4KtIjAPPU7Wv1Sea,1993,74,0.619,0.67,11,-10.322,0,0.0353,0.0109,0.331,0.777,129.269,211933,4
The Libertines,The Libertines,Can't Stand Me Now,71D4LseR0RADPbyvMeTIHR,2004,0,0.368,0.935,4,-3.204,1,0.0587,0.00201,0.0948,0.558,164.425,203733,4
Linkin Park,Hybrid Theory (Int'l Only DMD w/ Altered iLiner),One Step Closer,0jLPZfxVzioMLFVx4dcIy1,2000,33,0.492,0.969,9,-4.419,1,0.0491,1.32e-06,0.0787,0.538,95.136,157333,4
Linkin Park,Transformers: Revenge Of The Fallen The Album,New Divide,6Wx88Mv6b9ofjKMKkdwOJd,2009,69,0.493,0.808,5,-3.365,0,0.0362,0,0.0983,0.38,117.971,268613,4
Little Barrie,King Of The Waves,Surf Hell,41E7JoCztzzyOVfjlL62DB,2011,19,0.442,0.944,5,-3.873,1,0.0358,0.021,0.392,0.923,144.947,181107,4
LMFAO,Party Rock,Shots,1V4jC0vJ5525lEF1bFgPX2,2009,68,0.825,0.856,1,-1.912,1,0.0476,1.4e-06,0.127,0.207,128.016,222133,4
LMFAO,Sorry For Party Rocking,Sorry For Party Rocking,5R86JTUx4IQRsAo4nKbCDY,2010,49,0.6,0.877,5,-4.351,1,0.165,0,0.413,0.55,133.998,203973,4
LMFAO,Sorry For Party Rocking,Party Rock Anthem,4650WGL6InVqP7YN5POqIz,2010,60,0.751,0.736,5,-4.168,0,0.156,0,0.265,0.352,130.014,262147,4
LMFAO,Sorry For Party Rocking,Sexy And I Know It,2OBKvpCTPo0q4qQELJ1n7h,2010,56,0.707,0.861,7,-4.225,1,0.316,0,0.191,0.795,130.021,199480,4
Looking for Adalid,Humo y Espejos,Delirio,79V1C9nNeWQVMO42u2tQds,2017,0,0.481,0.831,5,-8.107,1,0.0354,0.0694,0.228,0.612,172.831,224250,4
Luis Miguel,20 Años,Tengo Todo Excepto A Ti,0lTd7gKAWVz1yVKVkQXBPm,1990,0,0.542,0.665,0,-8.121,1,0.0297,0,0.177,0.417,147.977,272827,4
Luis Miguel,Busca Una Mujer,Culpable O No - Miénteme Como Siempre,7BwxbmYFy0l3ROHDjV2c14,1988,73,0.54,0.367,0,-14.238,1,0.0277,0,0.0433,0.252,70.276,237240,4
Luis Miguel,Palabra De Honor,Un Rock and Roll Sonó,0EO5K6h28pVOVlzPUcJFly,1984,34,0.574,0.893,1,-6.292,1,0.0784,0.000123,0.628,0.744,165.906,145274,4
Luis Miguel,Palabra De Honor,La Chica Del Bikini Azul,6Ucocvd2YaEJRPmbT4SFgu,1984,62,0.638,0.794,0,-6.29,1,0.0316,0.000523,0.141,0.749,144.873,180240,4
Luis Miguel,Soy Como Quiero Ser,Ahora Te Puedes Marchar,1uKjQoh8JZj9ryuYRhpd7E,1987,78,0.78,0.877,6,-3.683,0,0.0427,2.36e-06,0.0627,0.909,133.263,191973,4
Luis Miguel,Soy Como Quiero Ser,Cuando Calienta El Sol,3hVaK0zn3sVWWY8TvN1Te5,1987,65,0.686,0.868,0,-3.889,1,0.0504,0,0.287,0.557,125.768,236413,4
M.I.A.,Kala,Paper Planes,1wgqttlPacpvmX5DKVboOa,2007,0,0.447,0.848,2,-6.175,1,0.222,7.45e-05,0.65,0.485,172.247,205200,4
M83,"Hurry up, We're Dreaming",Midnight City,6GyFP1nfCDB8lbD2bG0Hq9,2011,76,0.507,0.729,11,-5.399,0,0.0393,1.4e-06,0.0658,0.272,105.013,243960,4
Macaco,Puerto Presente,Moving,6eFbmROV21aXR4niiXXKBV,2009,15,0.78,0.754,2,-7.785,1,0.138,0,0.0967,0.558,149.946,199960,4
Machine Head,The Blackening,Halo,5nksa8EqKHSWO9WBj6DnmS,2007,42,0.229,0.969,9,-4.701,1,0.214,0.0288,0.352,0.106,148.918,542587,4
Machine Head,Burn My Eyes (Explicit Version),Davidian,3V1pjXqdcI53EN7lV0CbZd,1994,0,0.269,0.938,7,-7.133,1,0.17,0.226,0.207,0.313,154.601,296493,3
Machine Head,The More Things Change...,Ten Ton Hammer,0bxUaSy4x46Ogeio8khuBd,1997,40,0.282,0.99,4,-5.031,0,0.19,0.0186,0.333,0.185,84.787,254667,4
Machine Head,The More Things Change...,Take My Scars,4mbljJEr6SyhcImsdSWmz0,1997,40,0.343,0.982,1,-5.302,0,0.191,0.213,0.211,0.372,100.74,259693,4
Machine Head,The More Things Change...,Struck a Nerve,296Tab5qscBCWU8rsOb8uf,1997,26,0.28,0.996,7,-5.2,1,0.196,0.374,0.192,0.105,114.552,213800,4
Machine Head,Unto the Locust (Special Edition),Locust,2fed1yXI1clOEddfGyKyH2,2011,49,0.352,0.956,7,-3.634,1,0.149,0.0203,0.125,0.228,122.897,456320,4
Machine Head,Unto the Locust (Special Edition),Darkness Within,0bHYX16vAFaFhtEqKhCeqg,2011,42,0.269,0.903,7,-5.705,1,0.175,4.14e-05,0.0971,0.0967,149.757,387840,4
The Main Drag,Yours as Fast as Mine,A Jagged Gorgeous Winter,7vQ8cJE5h67lxbvbYtJeWk,2007,37,0.596,0.841,11,-8.188,1,0.044,0,0.259,0.634,139.965,230021,4
The Mamas & The Papas,If You Can Believe Your Eyes & Ears,California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,1966,77,0.552,0.608,1,-9.786,0,0.0345,0,0.0533,0.637,112.367,162373,4
Manowar,Kings of Metal,Kings of Metal,28TcG73tbc4iGrGBFjiBnR,1988,57,0.575,0.881,9,-13.012,1,0.0357,2.69e-05,0.147,0.699,132.127,223867,4
Manfred Mann's Earth Band,The Roaring Silence,Blinded by the Light,3u2s7Dppp5ID2MxKnqxFyh,1976,50,0.456,0.696,5,-10.0,1,0.0653,0.000207,0.0853,0.508,142.156,428133,4
Iron Maiden,Fear Of The Dark (1998 Remastered Edition),Fear Of The Dark - 1998 Remastered Version,0P4JuEXYJmu2Q7BTtQW5nR,1992,0,0.302,0.815,2,-8.756,0,0.0582,0.00034,0.0959,0.251,109.937,436827,4
Iron Maiden,The Number Of The Beast (1998 Remastered Edition),The Prisoner - Edit;1998 Remastered Version,7rGP9QtRK9rXLjDns1duym,1982,0,0.38,0.895,9,-5.017,1,0.0526,0.27,0.136,0.64,106.887,363307,4
Iron Maiden,The Number Of The Beast (1998 Remastered Edition),The Number Of The Beast - 1998 Remastered Version,1s4Ie0cT6P73SRSfh3oyGW,1982,0,0.42,0.93,2,-5.583,0,0.0638,0.00675,0.264,0.344,99.641,291373,4
Iron Maiden,The Number Of The Beast (1998 Remastered Edition),Run to the Hills - 1998 Remastered Version,2JS1iE5A5RHvUPH5Zl9jlF,1982,0,0.221,0.956,0,-4.641,1,0.0876,0.000523,0.195,0.432,173.254,233960,4
Iron Maiden,Piece Of Mind (1998 Remastered Edition),The Trooper - 1998 Remastered Version,2pxAohyJptQWTQ5ZRWYijN,1983,0,0.286,0.856,4,-6.777,0,0.0585,0.0542,0.487,0.696,162.12,250973,4
Iron Maiden,The Number Of The Beast (1998 Remastered Edition),Hallowed Be Thy Name - 1998 Remastered Version,1iGXvUsVVkYBas0Cniw6NB,1982,0,0.304,0.909,9,-5.162,1,0.0362,0.122,0.362,0.348,103.99,432800,4
Iron Maiden,Powerslave (1998 Remastered Edition),Aces High - 1998 Remastered Version,5lSbdSQAWAMjAcJDJPFGQr,1984,0,0.305,0.974,2,-5.079,1,0.0639,0.0139,0.153,0.538,134.32,269467,4
Iron Maiden,Powerslave (1998 Remastered Edition),Losfer Words (Big 'Orra) - 1998 Remastered Version,1diil6QNeFAYLwCuNkuCxI,1984,0,0.404,0.986,7,-5.493,1,0.0697,0.848,0.12,0.39,77.669,252840,4
Iron Maiden,Powerslave (1998 Remastered Edition),Powerslave - 1998 Remaster,7vrCDLxUeeqmvX9FMstLcQ,1984,0,0.309,0.976,4,-6.151,0,0.104,0.0776,0.536,0.251,137.44,407760,4
Iron Maiden,Powerslave (1998 Remastered Edition),Rime Of The Ancient Mariner - 1998 Remastered Version,3tEuFYWBimv6LeNS5lXBrx,1984,0,0.404,0.941,2,-6.516,1,0.0731,0.0312,0.253,0.104,112.957,814467,4
Iron Maiden,Seventh Son Of A Seventh Son (1998 Remastered Edition),Only the Good Die Young - 1998 Remaster,0EwVkZNM8H8TdNFHl3LgaV,1988,0,0.192,0.943,4,-7.758,0,0.128,0,0.175,0.315,172.309,280893,4
Daft Punk,Soma Records 20 Years - Soma Classics,Drive Unreleased 1994,1QQ2VESFcj0VqefsNnd1Zu,2011,0,0.771,0.584,4,-6.355,1,0.0572,0.704,0.0973,0.492,139.948,440080,4
Daft Punk,TRON: Legacy,"Solar Sailer - From ""TRON: Legacy""/Score",0Jc2SfIHv63JNsUZpunh54,2010,54,0.179,0.167,1,-23.408,1,0.0394,0.748,0.106,0.0399,124.266,162120,3
Daft Punk,TRON: Legacy,"TRON Legacy (End Titles) - From ""TRON: Legacy""/Score",0mHayzmzEB485RkUCETcCL,2010,45,0.43,0.829,1,-9.142,0,0.043,0.879,0.358,0.0406,101.974,197827,4
Daft Punk,TRON: Legacy Reconfigured,Solar Sailer - Remixed by Pretty Lights,4OgB6TRmIGBRT4NoFxxIQd,2011,34,0.363,0.733,3,-8.478,0,0.208,0.472,0.247,0.406,95.803,272853,5
Daikaiju,Phase 2,Escape From Nebula M Spacehunter,0M4FiVQGTMmLS5cn6LWURn,2010,32,0.463,0.932,2,-4.705,1,0.0602,0.867,0.219,0.314,99.943,325889,4
Danzig,Danzig,Am I Demon,0kZpg64mTDk3V6jhGGEd7M,1988,56,0.373,0.924,1,-9.1,0,0.0553,0.00776,0.0836,0.347,135.02,297293,4
Dark Angel,Darkness Descends,Black Prophecies,2g4Hcmq07NfHbiIAyEupzy,1986,24,0.202,0.994,9,-5.006,1,0.196,0.697,0.35,0.0388,107.342,507413,4
Darkthrone,Dark Thrones & Black Flags,Norway In September,3xSrcsSLzqoIrnm1HLQbSd,2008,17,0.182,0.958,9,-5.464,1,0.0846,0.00164,0.0899,0.19,134.92,346693,4
Darkthrone,Panzerfaust,The Hordes of Nebulah,3CxNipTa8u3HrZctwtNfyT,1995,37,0.182,0.835,5,-6.612,0,0.065,0.00717,0.418,0.243,137.657,333027,4
Darkthrone,Panzerfaust,Quintessence,0h2KyPkIISeMMkA2X0eXU5,1995,45,0.156,0.737,7,-5.273,0,0.0512,0.000185,0.122,0.275,134.091,456907,4
Darkthrone,Under A Funeral Moon,To Walk the Infernal Fields - Studio,5NxPI7Eh7eECXlpW9ehq2v,1993,29,0.175,0.876,2,-7.197,1,0.0475,0.193,0.226,0.339,123.445,472333,4
Daron Malakian and Scars On Broadway,Scars on Broadway,They Say,297lTBnCfkMyqzCfDCpqn6,2008,61,0.469,0.991,1,-1.275,1,0.0475,1.43e-06,0.0826,0.46,139.765,167973,4
The Datsuns,The Datsuns,MF From Hell,3N6EcZHc12nFKJXfdJxTqN,2002,45,0.184,0.959,11,-4.182,1,0.108,0.00386,0.705,0.505,175.108,213133,4
David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],Space Oddity - 2015 Remaster,72Z17vmmeQKAg8bptWvpVG,1969,71,0.31,0.403,0,-13.664,1,0.0326,9.27e-05,0.139,0.466,134.48,318027,4
David Bowie,Diamond Dogs (2016 Remaster),Rebel Rebel - 2016 Remaster,2EC9IJj7g0mN1Q5VrZkiYY,1974,72,0.635,0.686,9,-15.648,1,0.053,0.0176,0.282,0.464,125.988,274747,4
David Bowie,Let's Dance (1999 Remaster),Modern Love - 1999 Remaster,7LyIoUsiMtelB1I0I4drEF,1983,0,0.315,0.889,0,-8.192,1,0.041,0.00241,0.133,0.961,181.329,288467,4
David Bowie,Let's Dance (1999 Remaster),China Girl - 1999 Remaster,1bki22ZoLCkqb0QIJ5PtJF,1983,0,0.626,0.642,4,-9.838,0,0.0264,0.081,0.156,0.817,133.947,333267,4
David Bowie,The Man Who Sold the World (2015 Remaster),The Man Who Sold the World - 2015 Remaster,4mWahKerLaVddUjb8d1Q4Q,1970,64,0.474,0.387,2,-14.416,0,0.0305,0.00557,0.143,0.545,118.486,241347,4
David Bowie,Quentin Tarantino's Inglourious Basterds (Motion Picture Soundtrack),Cat People (Putting Out The Fire),6HXvGhmrsMEZ9AxD1Vjejz,2009,0,0.728,0.632,10,-7.716,1,0.0381,0.000889,0.176,0.357,118.24,250840,4
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Moonage Daydream - 2012 Remaster,6mib3N4E8PZHAGQ3xy7bho,1972,69,0.56,0.605,11,-11.209,0,0.0348,0.000162,0.0585,0.756,144.478,279693,4
David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster),Ziggy Stardust - 2012 Remaster,5IyL3XOaRPpTgxVjRIAxXU,1972,65,0.515,0.554,7,-11.616,1,0.0784,0,0.219,0.509,80.146,193880,4
David Bowie,Station to Station (2016 Remaster),Station to Station - 2016 Remaster,7cehkXeGO0t8HosgO42tHl,1976,47,0.47,0.728,7,-12.031,1,0.0942,0.000886,0.0426,0.641,121.346,617720,4
David Bowie,Young Americans (2016 Remaster),Young Americans - 2016 Remaster,7uPmQttafLiJyju14JREY4,1975,63,0.614,0.763,4,-8.949,0,0.133,0,0.119,0.885,84.236,313707,4
